"no","i","region_JP","region_EN","prec_no","block_no","latitude","longitude","altitude","data_type"
1035,8,"小浜","obama",57,"0579",35.4833333333333,135.781666666667,10,"a"
1036,9,"美山","biyama",57,"0974",35.9983333333333,136.358333333333,70,"a"
1037,10,"川上","kawakami",57,"0975",35.44,135.523333333333,75,"a"
1038,11,"美浜","mihama",57,"1010",35.6,135.916666666667,10,"a"
1039,12,"三国","mikuni",57,"1071",36.2433333333333,136.173333333333,34,"a"
1040,13,"勝山","katsuyama",57,"1226",36.0383333333333,136.521666666667,196,"a"
1041,14,"越廼","etsuno",57,"1316",36.0116666666667,135.99,30,"a"
1042,15,"九頭竜","kuzuryuu",57,"1382",35.9083333333333,136.668333333333,436,"a"
1043,16,"大飯","ooi",57,"1454",35.48,135.616666666667,3,"a"
1044,17,"春江","harue",57,"1537",36.1416666666667,136.223333333333,5,"a"
1045,18,"武生","takefu",57,"1565",35.905,136.173333333333,32,"a"
1046,1,"今津","imazu",60,"0580",35.4116666666667,136.028333333333,88,"a"
1047,2,"荒川","arakawa",60,"0581",35.3733333333333,135.926666666667,360,"a"
1048,3,"春照","harushou",60,"0582",35.38,136.373333333333,160,"a"
1049,4,"彦根","hikone",60,"47761",35.275,136.243333333333,87.3,"s"
1050,5,"近江八幡","oumihachiman",60,"0584",35.1266666666667,136.091666666667,90,"a"
1051,6,"君ケ畑台地","kunkehatakedaichi",60,"0585",35.1983333333333,136.34,402,"a"
1052,7,"大津","ootsu",60,"0586",34.9916666666667,135.911666666667,86,"a"
1053,8,"土山","tsuchiyama",60,"0587",34.9383333333333,136.278333333333,248,"a"
1054,9,"東近江","higashioumi",60,"0963",35.0616666666667,136.19,128,"a"
1055,10,"信楽","shigaraki",60,"0964",34.9133333333333,136.08,265,"a"
1056,11,"長浜","nagahama",60,"0976",35.4233333333333,136.241666666667,95,"a"
1057,12,"南小松","minamikomatsu",60,"1083",35.235,135.956666666667,90,"a"
1058,13,"柳ケ瀬","yanagikese",60,"1087",35.5816666666667,136.188333333333,220,"a"
1059,14,"霜ケ原","shimokehara",60,"1361",35.1983333333333,136.338333333333,420,"a"
1060,15,"米原","yonehara",60,"1524",35.3833333333333,136.343333333333,147,"a"
1061,16,"朽木平良","tochigitairaryou",60,"1578",35.3083333333333,135.83,380,"a"
1062,17,"伊吹山","ibukiyama",60,"47751",35.4183333333333,136.413333333333,1375.8,"s"
1063,1,"峰山","mineyama",61,"0588",35.6183333333333,135.071666666667,23,"a"
1064,2,"宮津","miyazu",61,"0589",35.55,135.235,2,"a"
1065,3,"舞鶴","maizuru",61,"47750",35.45,135.316666666667,2.4,"s"
1066,4,"仏坂","hotokesaka",61,"0591",35.3766666666667,135.035,410,"a"
1067,5,"浅原山","asaharayama",61,"0592",35.3333333333333,135.388333333333,380,"a"
1068,6,"福知山","fukuchiyama",61,"0593",35.3116666666667,135.113333333333,17,"a"
1069,7,"胡麻","goma",61,"0594",35.21,135.461666666667,260,"a"
1070,8,"妙高山","myoukouyama",61,"0595",35.1683333333333,135.17,440,"a"
1071,9,"園部","sonobe",61,"0596",35.1083333333333,135.455,134,"a"
1072,10,"京都","kyouto",61,"47759",35.0133333333333,135.731666666667,40.8,"s"
1073,11,"京田辺","kyoutanabe",61,"0598",34.83,135.76,20,"a"
1074,12,"鷲峰山","washimineyama",61,"0599",34.8283333333333,135.905,607,"a"
1075,13,"花背峠","hanasetouge",61,"0920",35.1566666666667,135.788333333333,710,"a"
1076,14,"知井","chii",61,"0927",35.3216666666667,135.646666666667,250,"a"
1077,15,"京北","keihoku",61,"0928",35.1816666666667,135.661666666667,260,"a"
1078,16,"間人","kannin",61,"0965",35.7366666666667,135.086666666667,42,"a"
1079,17,"本庄","honjou",61,"0966",35.26,135.395,95,"a"
1080,18,"長岡京","nagaokakyou",61,"1025",34.93,135.678333333333,71,"a"
1081,19,"睦寄","mutsumiyori",61,"1160",35.3816666666667,135.453333333333,175,"a"
1082,20,"美山","biyama",61,"1303",35.275,135.55,200,"a"
1083,21,"須知","suchi",61,"1378",35.1766666666667,135.42,150,"a"
1084,22,"三岳","sangaku",61,"1379",35.3666666666667,135.05,118,"a"
1085,23,"綾部","ayabe",61,"1380",35.2933333333333,135.258333333333,51,"a"
1086,24,"三和","sanwa",61,"1383",35.2166666666667,135.231666666667,105,"a"
1087,25,"坂浦","sakaura",61,"1641",35.4183333333333,135.086666666667,223,"a"
1088,1,"能勢","nose",62,"0600",34.9483333333333,135.455,235,"a"
1089,2,"箕面","minoo",62,"0601",34.8383333333333,135.503333333333,96,"a"
1090,3,"豊中","toyonaka",62,"0602",34.7833333333333,135.438333333333,12,"a"
1091,4,"大阪","oosaka",62,"47772",34.6816666666667,135.518333333333,23,"s"
1092,5,"生駒山","ikomayama",62,"0604",34.675,135.676666666667,626,"a"
1093,6,"河内長野","kawachinagano",62,"0605",34.4233333333333,135.543333333333,160,"a"
1094,7,"熊取","kumashu",62,"0606",34.385,135.35,68,"a"
1095,8,"堺","sakai",62,"1062",34.555,135.485,20,"a"
1096,9,"枚方","hirakata",62,"1065",34.8083333333333,135.671666666667,26,"a"
1097,10,"八尾","yao",62,"1470",34.5966666666667,135.6,10,"a"
1098,11,"関空島","kansorashima",62,"1471",34.4333333333333,135.231666666667,5,"a"
1099,12,"茨木","ibaraki",62,"1602",34.86,135.56,78,"a"
1100,1,"香住","kaorijuu",63,"0607",35.625,134.626666666667,5,"a"
1101,2,"温泉","onsen",63,"0608",35.5283333333333,134.48,233,"a"
1102,3,"三川山","mikawayama",63,"0609",35.545,134.636666666667,875,"a"
1103,4,"豊岡","toyooka",63,"47747",35.535,134.821666666667,3.4,"s"
1104,5,"八鹿","hachishika",63,"0611",35.3983333333333,134.74,183,"a"
1105,6,"和田山","wadayama",63,"0612",35.3233333333333,134.848333333333,80,"a"
1106,7,"生野","ikuno",63,"0613",35.1666666666667,134.791666666667,320,"a"
1107,8,"柏原","kashiwabara",63,"0614",35.1366666666667,135.065,98,"a"
1108,9,"一宮","ichinomiya",63,"0615",35.0966666666667,134.585,195,"a"
1109,10,"笠形山","kasakatachiyama",63,"0616",35.0533333333333,134.836666666667,580,"a"
1110,11,"佐用","sayou",63,"0617",35.0166666666667,134.368333333333,120,"a"
1111,12,"後川","ushirokawa",63,"0618",35.025,135.293333333333,330,"a"
1112,13,"上郡","kamigoori",63,"0619",34.8583333333333,134.373333333333,20,"a"
1113,14,"的場山","matobayama",63,"0620",34.8716666666667,134.526666666667,260,"a"
1114,15,"姫路","himeji",63,"47769",34.8383333333333,134.67,38.2,"s"
1115,16,"名塩","meishio",63,"0622",34.83,135.293333333333,168,"a"
1116,17,"六甲山","rokkousan",63,"0623",34.7633333333333,135.27,620,"a"
1117,18,"家島","ieshima",63,"0624",34.6716666666667,134.526666666667,88,"a"
1118,19,"明石","akashi",63,"0625",34.6866666666667,134.876666666667,3,"a"
1119,20,"神戸","koube",63,"47770",34.6966666666667,135.211666666667,5.3,"s"
1120,21,"洲本","sumoto",63,"47776",34.3383333333333,134.905,109.3,"s"
1121,22,"福良","fukuryou",63,"0628",34.26,134.708333333333,35,"a"
1122,23,"西脇","nishiwaki",63,"0956",34.9983333333333,134.996666666667,72,"a"
1123,24,"大屋","ooya",63,"0967",35.3316666666667,134.665,150,"a"
1124,25,"福崎","fukuzaki",63,"0968",34.95,134.748333333333,72,"a"
1125,26,"三田","mita",63,"0969",34.895,135.211666666667,150,"a"
1126,27,"郡家","gunke",63,"0970",34.4666666666667,134.848333333333,5,"a"
1127,28,"兎和野高原","usagiwanokougen",63,"0977",35.4316666666667,134.583333333333,540,"a"
1128,29,"三木","miki",63,"1227",34.7766666666667,135.013333333333,145,"a"
1129,30,"南淡","minamitan",63,"1337",34.2183333333333,134.72,5,"a"
1130,31,"淡路町","awajichou",63,"1448",34.5883333333333,135.016666666667,3,"a"
1131,32,"芦屋","ashiya",63,"1449",34.7416666666667,135.306666666667,50,"a"
1132,33,"神戸塩屋","koubeshioya",63,"1450",34.6416666666667,135.075,60,"a"
1133,34,"神戸空港","koubekuukou",63,"1587",34.6316666666667,135.223333333333,5,"a"
1134,35,"西宮","nishinomiya",63,"1588",34.75,135.335,38,"a"
1135,1,"奈良","nara",64,"47780",34.6933333333333,135.826666666667,104.4,"s"
1136,2,"針","hari",64,"0630",34.605,135.951666666667,468,"a"
1137,3,"田原本","taharahon",64,"0631",34.555,135.785,50,"a"
1138,4,"曽爾","soji",64,"0632",34.5216666666667,136.158333333333,610,"a"
1139,5,"大宇陀","oouda",64,"0633",34.4883333333333,135.931666666667,349,"a"
1140,6,"高見山","takamiyama",64,"0634",34.4266666666667,136.085,1190,"a"
1141,7,"五條","gojou",64,"0635",34.38,135.73,190,"a"
1142,8,"天辻","amatsuji",64,"0636",34.2266666666667,135.728333333333,897,"a"
1143,9,"山上ケ岳","yamagamikegaku",64,"0637",34.265,135.931666666667,1485,"a"
1144,10,"荒神岳","koujingaku",64,"0638",34.1566666666667,135.656666666667,1242,"a"
1145,11,"日出岳","hinodegaku",64,"0639",34.185,136.108333333333,1695,"a"
1146,12,"上野地","uenochi",64,"0640",34.0966666666667,135.771666666667,140,"a"
1147,13,"玉置山","tamakiyama",64,"0641",33.9266666666667,135.83,1077,"a"
1148,14,"上北山","kamikitayama",64,"0957",34.1366666666667,136.005,334,"a"
1149,15,"風屋","kazeya",64,"1228",34.045,135.786666666667,301,"a"
1150,16,"高見","takami",64,"1366",34.4233333333333,136.071666666667,830,"a"
1151,17,"葛城","katsuragi",64,"1376",34.4883333333333,135.703333333333,141,"a"
1152,18,"壷坂","tsubosaka",64,"1377",34.4233333333333,135.81,360,"a"
1153,19,"吉野","yoshino",64,"1439",34.3783333333333,135.9,188,"a"
1154,20,"天川","tenkawa",64,"1619",34.27,135.883333333333,840,"a"
1155,21,"下北山","shimokitayama",64,"1649",34.0033333333333,135.966666666667,249,"a"
1156,1,"葛城山","katsuragiyama",65,"0642",34.3466666666667,135.436666666667,840,"a"
1157,2,"和歌山","wakayama",65,"47777",34.2283333333333,135.163333333333,13.9,"s"
1158,3,"岩出","iwashutsu",65,"0644",34.2583333333333,135.32,25,"a"
1159,4,"高野山","kouyasan",65,"0645",34.2216666666667,135.59,795,"a"
1160,5,"護摩壇山","gomadanyama",65,"0646",34.04,135.566666666667,1130,"a"
1161,6,"御坊","gobou",65,"0647",33.8966666666667,135.158333333333,4,"a"
1162,7,"虎ケ峰峠","torakeminetouge",65,"0648",33.8533333333333,135.455,607,"a"
1163,8,"新宮","shinguu",65,"0649",33.6866666666667,135.97,18,"a"
1164,9,"白浜","shirahama",65,"0650",33.6783333333333,135.346666666667,32,"a"
1165,10,"日置川","hiokikawa",65,"0651",33.605,135.48,17,"a"
1166,11,"潮岬","shiomisaki",65,"47778",33.45,135.756666666667,67.5,"s"
1167,12,"栗栖川","kurisukawa",65,"0971",33.7916666666667,135.513333333333,160,"a"
1168,13,"湯浅","yuasa",65,"0978",34.035,135.181666666667,8,"a"
1169,14,"清水","shimizu",65,"1063",34.0866666666667,135.425,240,"a"
1170,15,"本宮","motomiya",65,"1074",33.8366666666667,135.773333333333,60,"a"
1171,16,"龍神","ryuujin",65,"1089",33.945,135.556666666667,410,"a"
1172,17,"色川","irokawa",65,"1172",33.675,135.848333333333,275,"a"
1173,18,"かつらぎ","katsuragi",65,"1342",34.31,135.528333333333,142,"a"
1174,19,"西川","nishikawa",65,"1347",33.6383333333333,135.71,150,"a"
1175,20,"友ケ島","tomokeshima",65,"1457",34.28,135,43,"a"
1176,21,"川辺","kawabe",65,"1485",33.8933333333333,135.216666666667,84,"a"
1177,22,"南紀白浜","nankishirahama",65,"1589",33.6616666666667,135.363333333333,89,"a"
1178,1,"大空山","oozorayama",66,"0653",35.1966666666667,133.82,1040,"a"
1179,2,"那岐山","nashiyama",66,"0654",35.1583333333333,134.18,960,"a"
1180,3,"今岡","imaoka",66,"0655",35.0983333333333,134.325,207,"a"
1181,4,"久世","kuze",66,"0656",35.0683333333333,133.753333333333,144,"a"
1182,5,"津山","tsuyama",66,"47756",35.0633333333333,134.008333333333,145.7,"s"
1183,6,"新見","niimi",66,"0658",34.9433333333333,133.518333333333,393,"a"
1184,7,"天子山","tenkoyama",66,"0659",34.9883333333333,133.878333333333,646,"a"
1185,8,"赤磐","akaiwa",66,"0660",34.9183333333333,134.081666666667,56,"a"
1186,9,"陣山","jinyama",66,"0661",34.8283333333333,133.523333333333,529,"a"
1187,10,"大平山","oohirayama",66,"0662",34.895,133.705,685,"a"
1188,11,"福渡","fukuwatari",66,"0663",34.8666666666667,133.903333333333,63,"a"
1189,12,"和気","waki",66,"0664",34.815,134.183333333333,35,"a"
1190,13,"佐屋","saya",66,"0665",34.685,133.445,390,"a"
1191,14,"矢掛","yakakari",66,"0666",34.6166666666667,133.618333333333,18,"a"
1192,15,"岡山","okayama",66,"47768",34.6866666666667,133.925,5.3,"s"
1193,16,"虫明","mushiaki",66,"0668",34.6816666666667,134.206666666667,10,"a"
1194,17,"倉敷","kurashiki",66,"0669",34.59,133.768333333333,3,"a"
1195,18,"玉野","tamano",66,"0670",34.4866666666667,133.95,2,"a"
1196,19,"笠岡","kasaoka",66,"0919",34.5016666666667,133.495,0,"a"
1197,20,"下呰部","shitashibu",66,"0929",34.965,133.628333333333,180,"a"
1198,21,"高梁","takahashi",66,"0930",34.7916666666667,133.61,60,"a"
1199,22,"奈義","nagi",66,"1140",35.1116666666667,134.17,212,"a"
1200,23,"上長田","jouchouta",66,"1328",35.2966666666667,133.725,430,"a"
1201,24,"千屋","senya",66,"1330",35.1033333333333,133.435,525,"a"
1202,25,"恩原","onhara",66,"1371",35.3,133.986666666667,734,"a"
1203,26,"日応寺","nichioutera",66,"1531",34.7566666666667,133.855,239,"a"
1204,27,"富","tomi",66,"1584",35.1783333333333,133.805,480,"a"
1205,28,"吉備中央","kibichuuou",66,"1585",34.8166666666667,133.705,340,"a"
1206,29,"旭西","asahinishi",66,"1618",34.9616666666667,133.811666666667,230,"a"
1207,1,"道後山","dougoyama",67,"0671",35.0566666666667,133.188333333333,729,"a"
1208,2,"安田山","yasudayama",67,"0672",34.9216666666667,132.815,638,"a"
1209,3,"犬伏山","inufukuyama",67,"0673",34.805,132.615,786,"a"
1210,4,"三次","sanji",67,"0674",34.8116666666667,132.85,159,"a"
1211,5,"庄原","shoubara",67,"0675",34.86,133.023333333333,300,"a"
1212,6,"大朝","daiasa",67,"0676",34.7683333333333,132.463333333333,399,"a"
1213,7,"加計","kakei",67,"0677",34.61,132.32,210,"a"
1214,8,"海見山","umikenyama",67,"0678",34.6066666666667,132.478333333333,805,"a"
1215,9,"上下","jouge",67,"0679",34.6933333333333,133.116666666667,384,"a"
1216,10,"内黒山","naikuroyama",67,"0680",34.5966666666667,132.176666666667,987,"a"
1217,11,"世羅","sera",67,"0681",34.5833333333333,133.05,350,"a"
1218,12,"恵下谷山","megumishitataniyama",67,"0682",34.485,132.33,790,"a"
1219,13,"東広島","higashihiroshima",67,"0683",34.4166666666667,132.7,224,"a"
1220,14,"福山","fukuyama",67,"47767",34.4466666666667,133.246666666667,1.6,"s"
1221,15,"広島","hiroshima",67,"47765",34.3983333333333,132.461666666667,3.6,"s"
1222,16,"竹原","takehara",67,"0686",34.33,132.981666666667,5,"a"
1223,17,"生口島","namakuchishima",67,"0687",34.2783333333333,133.123333333333,3,"a"
1224,18,"大竹","ootake",67,"0688",34.2216666666667,132.22,1,"a"
1225,19,"呉","kure",67,"47766",34.24,132.55,3.5,"s"
1226,20,"倉橋","kurahashi",67,"0690",34.0916666666667,132.488333333333,3,"a"
1227,21,"高野","takano",67,"0947",35.0333333333333,132.901666666667,570,"a"
1228,22,"東城","higashishiro",67,"0948",34.895,133.276666666667,310,"a"
1229,23,"甲田","kabutota",67,"0949",34.695,132.76,185,"a"
1230,24,"三入","sannyuu",67,"0950",34.545,132.53,70,"a"
1231,25,"府中","fuchuu",67,"0951",34.5616666666667,133.231666666667,70,"a"
1232,26,"河内","kawauchi",67,"0952",34.4683333333333,132.893333333333,90,"a"
1233,27,"久比","kyuuhi",67,"0953",34.1816666666667,132.83,4,"a"
1234,28,"志和","kokorozashiwa",67,"1163",34.4983333333333,132.66,215,"a"
1235,29,"王泊","ouhaku",67,"1257",34.6983333333333,132.311666666667,525,"a"
1236,30,"八幡","hachiman",67,"1262",34.7083333333333,132.173333333333,774,"a"
1237,31,"油木","aburaki",67,"1325",34.7633333333333,133.278333333333,510,"a"
1238,32,"廿日市津田","hatsukaichitsuda",67,"1326",34.365,132.19,317,"a"
1239,33,"本郷","hongou",67,"1472",34.435,132.918333333333,331,"a"
1240,34,"佐伯湯来","saekiyurai",67,"1575",34.4983333333333,132.29,206,"a"
1241,35,"都志見","toshimi",67,"1579",34.6466666666667,132.443333333333,400,"a"
1242,36,"君田","kunta",67,"1582",34.9283333333333,132.83,304,"a"
1243,37,"美土里","bitsuchisato",67,"1583",34.7216666666667,132.655,318,"a"
1244,38,"安宿","yasuyado",67,"1603",34.5666666666667,132.838333333333,363,"a"
1245,39,"呉市蒲刈","kureshikamakari",67,"1606",34.165,132.748333333333,48,"a"
1246,1,"西郷","saigou",68,"47740",36.2033333333333,133.333333333333,26.5,"s"
1247,2,"西ノ島","nishinoshima",68,"0692",36.11,133.04,3,"a"
1248,3,"鹿島","kashima",68,"0693",35.52,133.021666666667,5,"a"
1249,4,"斐川","hikawa",68,"0694",35.4133333333333,132.89,2,"a"
1250,5,"松江","matsue",68,"47741",35.4566666666667,133.065,16.9,"s"
1251,6,"大東","daitou",68,"0696",35.3183333333333,132.965,56,"a"
1252,7,"大田","oota",68,"0697",35.19,132.496666666667,30,"a"
1253,8,"掛合","kakarigou",68,"0698",35.1966666666667,132.815,215,"a"
1254,9,"横田","yokota",68,"0699",35.1733333333333,133.103333333333,369,"a"
1255,10,"吾妻山","azumayama",68,"0700",35.0666666666667,133.036666666667,1012,"a"
1256,11,"川本","kawamoto",68,"0701",34.9766666666667,132.491666666667,132,"a"
1257,12,"浜田","hamada",68,"47755",34.8966666666667,132.07,19,"s"
1258,13,"三隅","sansumi",68,"0703",34.795,131.948333333333,9,"a"
1259,14,"益田","masuda",68,"0704",34.6766666666667,131.843333333333,4,"a"
1260,15,"聖山","hijiriyama",68,"0705",34.6366666666667,132.145,1112,"a"
1261,16,"十種峯","jisshumine",68,"0706",34.44,131.695,902,"a"
1262,17,"津和野","tsuwano",68,"0707",34.4616666666667,131.77,165,"a"
1263,18,"佐田","sada",68,"0954",35.2216666666667,132.723333333333,100,"a"
1264,19,"桜江","sakurakou",68,"1093",34.9533333333333,132.333333333333,32,"a"
1265,20,"瑞穂","mizuho",68,"1094",34.8533333333333,132.53,327,"a"
1266,21,"伯太","hakuta",68,"1095",35.35,133.273333333333,23,"a"
1267,22,"波佐","namisa",68,"1175",34.78,132.196666666667,370,"a"
1268,23,"匹見","hikiken",68,"1176",34.5716666666667,132.016666666667,259,"a"
1269,24,"海士","kaishi",68,"1307",36.0966666666667,133.096666666667,3,"a"
1270,25,"出雲","izumo",68,"1310",35.3316666666667,132.73,20,"a"
1271,26,"赤名","akana",68,"1320",35.0016666666667,132.711666666667,444,"a"
1272,27,"弥栄","yasakae",68,"1321",34.7766666666667,132.108333333333,380,"a"
1273,28,"六日市","muikaichi",68,"1322",34.3533333333333,131.935,311,"a"
1274,29,"福光","fukumitsu",68,"1336",35.07,132.333333333333,8,"a"
1275,30,"原山","harayama",68,"1362",34.865,132.405,741,"a"
1276,31,"西郷岬","saigoumisaki",68,"1473",36.1783333333333,133.323333333333,80,"a"
1277,32,"高津","takatsu",68,"1474",34.675,131.79,54,"a"
1278,33,"吉賀","kichiga",68,"1592",34.3916666666667,131.893333333333,250,"a"
1279,1,"境","sakai",69,"47742",35.5433333333333,133.235,2,"s"
1280,2,"青谷","aotani",69,"0709",35.52,133.996666666667,13,"a"
1281,3,"鳥取","tottori",69,"47746",35.4866666666667,134.238333333333,7.1,"s"
1282,4,"岩井","iwai",69,"0711",35.5583333333333,134.36,19,"a"
1283,5,"米子","yonago",69,"47744",35.4333333333333,133.338333333333,6.5,"s"
1284,6,"倉吉","kurayoshi",69,"0713",35.4733333333333,133.838333333333,8,"a"
1285,7,"菅俵原","kantawarahara",69,"0714",35.4183333333333,133.988333333333,713,"a"
1286,8,"霊石山","reiishiyama",69,"0715",35.4116666666667,134.213333333333,320,"a"
1287,9,"大山","ooyama",69,"0716",35.3933333333333,133.536666666667,875,"a"
1288,10,"古峠山","kotougeyama",69,"0717",35.2683333333333,133.438333333333,594,"a"
1289,11,"智頭","satoruatama",69,"0718",35.2633333333333,134.24,182,"a"
1290,12,"日南","nichinan",69,"0938",35.165,133.321666666667,290,"a"
1291,13,"関金","kankin",69,"1177",35.3783333333333,133.756666666667,150,"a"
1292,14,"若桜","jakusakura",69,"1178",35.3333333333333,134.405,231,"a"
1293,15,"塩津","shiozu",69,"1231",35.5233333333333,133.566666666667,15,"a"
1294,16,"茶屋","chaya",69,"1304",35.1866666666667,133.23,490,"a"
1295,17,"佐治","saji",69,"1385",35.3283333333333,134.113333333333,210,"a"
1296,18,"江尾","kouo",69,"1389",35.2883333333333,133.483333333333,155,"a"
1297,19,"鹿野","kano",69,"1391",35.4133333333333,134.016666666667,210,"a"
1298,20,"湖山","koyama",69,"1519",35.53,134.165,15,"a"
1299,1,"大山寺","ooyamatera",71,"0719",34.1633333333333,134.393333333333,690,"a"
1300,2,"池田","ikeda",71,"0720",34.0233333333333,133.795,214,"a"
1301,3,"徳島","tokushima",71,"47895",34.0666666666667,134.573333333333,1.6,"s"
1302,4,"江田山","edayama",71,"0722",33.9216666666667,134.265,1100,"a"
1303,5,"太竜寺山","taryuuterayama",71,"0723",33.8733333333333,134.528333333333,600,"a"
1304,6,"日和佐","hiyorisa",71,"0724",33.7316666666667,134.538333333333,3,"a"
1305,7,"宍喰","shishishoku",71,"0725",33.5633333333333,134.305,4,"a"
1306,8,"穴吹","anabuki",71,"0972",34.04,134.156666666667,160,"a"
1307,9,"福原旭","fukuharaasahi",71,"1098",33.8783333333333,134.388333333333,290,"a"
1308,10,"蒲生田","gamouta",71,"1242",33.8366666666667,134.741666666667,10,"a"
1309,11,"京上","kyouue",71,"1252",33.8666666666667,133.903333333333,560,"a"
1310,12,"半田","handa",71,"1327",33.99,134.036666666667,228,"a"
1311,13,"木頭","kiatama",71,"1352",33.7716666666667,134.205,330,"a"
1312,14,"旭丸","asahimaru",71,"1358",33.9333333333333,134.326666666667,1200,"a"
1313,15,"剣山","kenzan",71,"47894",33.8533333333333,134.096666666667,1944.8,"s"
1314,16,"海陽","umiyou",71,"1604",33.6116666666667,134.355,5,"a"
1315,1,"内海","utsumi",72,"0726",34.4716666666667,134.273333333333,20,"a"
1316,2,"高松","takamatsu",72,"47891",34.3166666666667,134.053333333333,8.7,"s"
1317,3,"多度津","tadotsu",72,"47890",34.275,133.751666666667,3.7,"s"
1318,4,"滝宮","takimiya",72,"0729",34.2366666666667,133.923333333333,60,"a"
1319,5,"引田","hikita",72,"0730",34.2133333333333,134.406666666667,12,"a"
1320,6,"竜王山","ryuuouyama",72,"0731",34.1133333333333,134.05,1040,"a"
1321,7,"財田","zaita",72,"1239",34.12,133.771666666667,65,"a"
1322,8,"香南","kaoriminami",72,"1475",34.2133333333333,134.015,185,"a"
1323,1,"大三島","daimishima",73,"0732",34.25,133.006666666667,9,"a"
1324,2,"玉川","tamagawa",73,"0733",34.0183333333333,132.94,67,"a"
1325,3,"新居浜","niihama",73,"0734",33.9366666666667,133.338333333333,90,"a"
1326,4,"四国中央","shikokuchuuou",73,"0735",33.9816666666667,133.581666666667,75,"a"
1327,5,"松山","matsuyama",73,"47887",33.8433333333333,132.776666666667,32.2,"s"
1328,6,"上林","kanbayashi",73,"0737",33.7383333333333,132.89,460,"a"
1329,7,"成就社","joujusha",73,"0738",33.795,133.131666666667,1280,"a"
1330,8,"長浜","nagahama",73,"0739",33.6166666666667,132.48,4,"a"
1331,9,"中山","nakayama",73,"0740",33.6383333333333,132.708333333333,163,"a"
1332,10,"久万","kyuuman",73,"0741",33.6633333333333,132.895,511,"a"
1333,11,"獅子越峠","shishietsutouge",73,"0742",33.5433333333333,132.831666666667,1000,"a"
1334,12,"八幡浜","yawatahama",73,"0743",33.4483333333333,132.433333333333,8,"a"
1335,13,"宇和島","uwajima",73,"47892",33.2266666666667,132.551666666667,2.4,"s"
1336,14,"御荘","osou",73,"0745",32.9633333333333,132.57,12,"a"
1337,15,"西条","saijou",73,"0958",33.915,133.08,4,"a"
1338,16,"大洲","oozu",73,"0959",33.5083333333333,132.535,20,"a"
1339,17,"三崎","misaki",73,"0960",33.3866666666667,132.121666666667,2,"a"
1340,18,"宇和","uwa",73,"0961",33.3666666666667,132.503333333333,200,"a"
1341,19,"今治","imabari",73,"1077",34.0533333333333,132.975,27,"a"
1342,20,"富郷","tomisato",73,"1260",33.915,133.51,310,"a"
1343,21,"近永","kinei",73,"1350",33.2533333333333,132.675,129,"a"
1344,22,"瀬戸","seto",73,"1456",33.4466666666667,132.256666666667,143,"a"
1345,23,"松山南吉田","matsuyamaminamiyoshida",73,"1521",33.8266666666667,132.698333333333,4,"a"
1346,1,"本山","honzan",74,"0746",33.7533333333333,133.575,252,"a"
1347,2,"繁藤","hanfuji",74,"0747",33.6783333333333,133.685,346,"a"
1348,3,"佐川","sagawa",74,"0748",33.5116666666667,133.271666666667,80,"a"
1349,4,"成山","seiyama",74,"0749",33.5916666666667,133.4,737,"a"
1350,5,"高知","kouchi",74,"47893",33.5666666666667,133.548333333333,0.5,"s"
1351,6,"南国","nangoku",74,"0751",33.5933333333333,133.643333333333,10,"a"
1352,7,"芸西","geinishi",74,"0752",33.5516666666667,133.838333333333,420,"a"
1353,8,"鳥形山","torikatachiyama",74,"0753",33.48,133.083333333333,835,"a"
1354,9,"船戸","funado",74,"0754",33.4166666666667,133.088333333333,428,"a"
1355,10,"安芸","aki",74,"0755",33.4883333333333,133.933333333333,6,"a"
1356,11,"須崎","susaki",74,"0756",33.385,133.276666666667,4,"a"
1357,12,"佐喜浜","sakihama",74,"0757",33.3933333333333,134.205,12,"a"
1358,13,"窪川","kubokawa",74,"0758",33.2066666666667,133.128333333333,205,"a"
1359,14,"室戸岬","murotomisaki",74,"47899",33.2516666666667,134.176666666667,185,"s"
1360,15,"堂ケ森","doukemori",74,"0760",33.1583333333333,132.876666666667,857,"a"
1361,16,"大正","taishou",74,"0761",33.1933333333333,132.971666666667,150,"a"
1362,17,"宿毛","sukumo",74,"47897",32.92,132.695,2.2,"s"
1363,18,"中村","nakamura",74,"0763",32.99,132.92,8,"a"
1364,19,"清水","shimizu",74,"47898",32.7216666666667,133.01,31,"s"
1365,20,"梼原","touhara",74,"0921",33.39,132.921666666667,415,"a"
1366,21,"田野","tano",74,"0955",33.4266666666667,134.006666666667,17,"a"
1367,22,"池川","ikekawa",74,"1179",33.6083333333333,133.168333333333,150,"a"
1368,23,"大栃","daitochi",74,"1229",33.6983333333333,133.875,210,"a"
1369,24,"佐賀","saga",74,"1233",33.0783333333333,133.101666666667,3,"a"
1370,25,"江川崎","egawasaki",74,"1235",33.17,132.791666666667,72,"a"
1371,26,"後免","nochimen",74,"1249",33.59,133.643333333333,12,"a"
1372,27,"魚梁瀬","sakanaharise",74,"1281",33.615,134.108333333333,450,"a"
1373,28,"本川","honkawa",74,"1351",33.765,133.338333333333,550,"a"
1374,29,"南国日章","nangokunisshou",74,"1476",33.545,133.668333333333,9,"a"
1375,30,"三崎","misaki",74,"1556",32.795,132.871666666667,9,"a"
1376,1,"須佐","susa",81,"0765",34.615,131.623333333333,50,"a"
1377,2,"萩","hagi",81,"47754",34.41,131.405,2.2,"s"
